metric_category,name,year,metric_name,value,units,additional_notes,,,,,,,
Environment,Netflix,2022,Total GHG Emissions,1146221,Metric Tons CO2e,Market-Based,,,,,,,
Environment,Netflix,2023,Total GHG Emissions,843107,Metric Tons CO2e,Market-Based,,,,,,,
Environment,Netflix,2024,Total GHG Emissions,1037226,Metric Tons CO2e,Market-Based,,,,,,,
Environment,Netflix,2019,Total GHG Emissions,1313017,Metric Tons CO2e,Location-Based,,,,,,,
Environment,Netflix,2020,Total GHG Emissions,1127246,Metric Tons CO2e,Location-Based,,,,,,,
Environment,Netflix,2021,Total GHG Emissions,1576349,Metric Tons CO2e,Location-Based,,,,,,,
Environment,Netflix,2022,Total GHG Emissions,1211788,Metric Tons CO2e,Location-Based,,,,,,,
Environment,Netflix,2023,Total GHG Emissions,896871,Metric Tons CO2e,Location-Based,,,,,,,
Environment,Netflix,2024,Total GHG Emissions,1129124,Metric Tons CO2e,Location-Based,,,,,,,
Environment,Netflix,2019,Carbon Credits,-36506,Metric Tons CO2e,,,,,,,,
Environment,Netflix,2020,Carbon Credits,-54107,Metric Tons CO2e,,,,,,,,
Environment,Netflix,2021,Carbon Credits,-1529312,Metric Tons CO2e,,,,,,,,
Environment,Netflix,2022,Carbon Credits,-1146221,Metric Tons CO2e,,,,,,,,
Environment,Netflix,2023,Carbon Credits,-843107,Metric Tons CO2e,,,,,,,,
Environment,Netflix,2024,Carbon Credits,-1036176,Metric Tons CO2e,,,,,,,,
Environment,Netflix,2019,Sustainable Aviation Fuel Certificates (SAFc),0,Metric Tons CO2e,,,,,,,,
Environment,Netflix,2020,Sustainable Aviation Fuel Certificates (SAFc),0,Metric Tons CO2e,,,,,,,,
Environment,Netflix,2021,Sustainable Aviation Fuel Certificates (SAFc),0,Metric Tons CO2e,,,,,,,,
Environment,Netflix,2022,Sustainable Aviation Fuel Certificates (SAFc),0,Metric Tons CO2e,,,,,,,,
Environment,Netflix,2023,Sustainable Aviation Fuel Certificates (SAFc),0,Metric Tons CO2e,,,,,,,,
Environment,Netflix,2024,Sustainable Aviation Fuel Certificates (SAFc),-1050,Metric Tons CO2e,,,,,,,,
Environment,Netflix,2019,Biogenic Emissions,0,Metric tons CO2e,,,,,,,,
Environment,Netflix,2020,Biogenic Emissions,0,Metric tons CO2e,,,,,,,,
Environment,Netflix,2021,Biogenic Emissions,1007,Metric tons CO2e,,,,,,,,
Environment,Netflix,2022,Biogenic Emissions,2033,Metric tons CO2e,,,,,,,,
Environment,Netflix,2023,Biogenic Emissions,1647,Metric tons CO2e,,,,,,,,
Environment,Netflix,2024,Biogenic Emissions,2222,Metric tons CO2e,,,,,,,,
Social,Netflix,2020,Representation Data: All Job Levels - Global Gender Identity % Women,48.7,%,,,,,,,
Social,Netflix,2021,Representation Data: All Job Levels - Global Gender Identity % Women,51.7,%,,,,,,,
Social,Netflix,2022,Representation Data: All Job Levels - Global Gender Identity % Women,49.6,%,,,,,,,
Social,Netflix,2023,Representation Data: All Job Levels - Global Gender Identity % Women,51.5,%,,,,,,,
Social,Netflix,2024,Representation Data: All Job Levels - Global Gender Identity % Women,51,%,,,,,,,
Social,Netflix,2020,Representation Data: All Job Levels - Global Gender Identity % Men,51.3,%,,,,,,,
Social,Netflix,2021,Representation Data: All Job Levels - Global Gender Identity % Men,45.7,%,,,,,,,
Social,Netflix,2022,Representation Data: All Job Levels - Global Gender Identity % Men,45,%,,,,,,,
Social,Netflix,2023,Representation Data: All Job Levels - Global Gender Identity % Men,46,%,,,,,,,
Social,Netflix,2024,Representation Data: All Job Levels - Global Gender Identity % Men,46.5,%,,,,,,,
Social,Netflix,2021,Representation Data: All Job Levels - Global Gender Identity % Additional Gender Identities,1.3,%,Gender Identity options that allow employees to self-identify from non-binary categories were added in 2021.,,,,,,
Social,Netflix,2022,Representation Data: All Job Levels - Global Gender Identity % Additional Gender Identities,1.3,%,Gender Identity options that allow employees to self-identify from non-binary categories were added in 2021.,,,,,,
Social,Netflix,2023,Representation Data: All Job Levels - Global Gender Identity % Additional Gender Identities,1.4,%,Gender Identity options that allow employees to self-identify from non-binary categories were added in 2021.,,,,,,
Social,Netflix,2024,Representation Data: All Job Levels - Global Gender Identity % Additional Gender Identities,1.4,%,Gender Identity options that allow employees to self-identify from non-binary categories were added in 2021.,,,,,,
Social,Netflix,2020,Representation Data: All Job Levels - US Race Ethnicity % Asian,24,%,,,,,,,
Social,Netflix,2021,Representation Data: All Job Levels - US Race Ethnicity % Asian,25.8,%,,,,,,,
Social,Netflix,2022,Representation Data: All Job Levels - US Race Ethnicity % Asian,27.2,%,,,,,,,
Social,Netflix,2023,Representation Data: All Job Levels - US Race Ethnicity % Asian,28.7,%,,,,,,,
Social,Netflix,2024,Representation Data: All Job Levels - US Race Ethnicity % Asian,29.8,%,,,,,,,
Social,Netflix,2020,Representation Data: All Job Levels - US Race Ethnicity % Black,8.6,%,,,,,,,
Social,Netflix,2021,Representation Data: All Job Levels - US Race Ethnicity % Black,11.7,%,,,,,,,
Social,Netflix,2022,Representation Data: All Job Levels - US Race Ethnicity % Black,10.8,%,,,,,,,
Social,Netflix,2023,Representation Data: All Job Levels - US Race Ethnicity % Black,10.6,%,,,,,,,
Social,Netflix,2024,Representation Data: All Job Levels - US Race Ethnicity % Black,10.2,%,,,,,,,
Social,Netflix,2020,Representation Data: All Job Levels - US Race Ethnicity % Hispanic/Latino/A/X,7.9,%,,,,,,,
Social,Netflix,2021,Representation Data: All Job Levels - US Race Ethnicity % Hispanic/Latino/A/X,11.2,%,,,,,,,
Social,Netflix,2022,Representation Data: All Job Levels - US Race Ethnicity % Hispanic/Latino/A/X,11.9,%,,,,,,,
Social,Netflix,2023,Representation Data: All Job Levels - US Race Ethnicity % Hispanic/Latino/A/X,12.2,%,,,,,,,
Social,Netflix,2024,Representation Data: All Job Levels - US Race Ethnicity % Hispanic/Latino/A/X,12.2,%,,,,,,,
Social,Netflix,2020,Representation Data: All Job Levels - US Race Ethnicity % Middle Eastern/North African,0.8,%,,,,,,,
Social,Netflix,2021,Representation Data: All Job Levels - US Race Ethnicity % Middle Eastern/North African,2.2,%,,,,,,,
Social,Netflix,2022,Representation Data: All Job Levels - US Race Ethnicity % Middle Eastern/North African,2.6,%,,,,,,,
Social,Netflix,2023,Representation Data: All Job Levels - US Race Ethnicity % Middle Eastern/North African,2.8,%,,,,,,,
Social,Netflix,2024,Representation Data: All Job Levels - US Race Ethnicity % Middle Eastern/North African,2.6,%,,,,,,,
Social,Netflix,2020,Representation Data: All Job Levels - US Race Ethnicity % Native American/Alaskan Native,0.3,%,,,,,,,
Social,Netflix,2021,Representation Data: All Job Levels - US Race Ethnicity % Native American/Alaskan Native,0.6,%,,,,,,,
Social,Netflix,2022,Representation Data: All Job Levels - US Race Ethnicity % Native American/Alaskan Native,0.7,%,,,,,,,
Social,Netflix,2023,Representation Data: All Job Levels - US Race Ethnicity % Native American/Alaskan Native,0.7,%,,,,,,,
Social,Netflix,2024,Representation Data: All Job Levels - US Race Ethnicity % Native American/Alaskan Native,0.6,%,,,,,,,
Social,Netflix,2020,Representation Data: All Job Levels - US Race Ethnicity % Native Hawaiian/Other Pacific Islander,0.5,%,,,,,,,
Social,Netflix,2021,Representation Data: All Job Levels - US Race Ethnicity % Native Hawaiian/Other Pacific Islander,0.8,%,,,,,,,
Social,Netflix,2022,Representation Data: All Job Levels - US Race Ethnicity % Native Hawaiian/Other Pacific Islander,0.9,%,,,,,,,
Social,Netflix,2023,Representation Data: All Job Levels - US Race Ethnicity % Native Hawaiian/Other Pacific Islander,0.9,%,,,,,,,
Social,Netflix,2024,Representation Data: All Job Levels - US Race Ethnicity % Native Hawaiian/Other Pacific Islander,0.8,%,,,,,,,
Social,Netflix,2020,Representation Data: All Job Levels - US Race Ethnicity % White,44.3,%,,,,,,,
Social,Netflix,2021,Representation Data: All Job Levels - US Race Ethnicity % White,46.6,%,,,,,,,
Social,Netflix,2022,Representation Data: All Job Levels - US Race Ethnicity % White,48.2,%,,,,,,,
Social,Netflix,2023,Representation Data: All Job Levels - US Race Ethnicity % White,47.7,%,,,,,,,
Social,Netflix,2024,Representation Data: All Job Levels - US Race Ethnicity % White,47.6,%,,,,,,,
Social,Netflix,2020,Representation Data: All Job Levels - US Race Ethnicity % 2 or more races/ethnicities,4.8,%,,,,,,,
Social,Netflix,2020,Representation Data: Director + Job Levels - Global Gender Identity % Women,47.8,%,,,,,,,
Social,Netflix,2021,Representation Data: Director + Job Levels - Global Gender Identity % Women,51.2,%,,,,,,,
Social,Netflix,2022,Representation Data: Director + Job Levels - Global Gender Identity % Women,51.4,%,,,,,,,
Social,Netflix,2023,Representation Data: Director + Job Levels - Global Gender Identity % Women,52.4,%,,,,,,,
Social,Netflix,2024,Representation Data: Director + Job Levels - Global Gender Identity % Women,51.7,%,,,,,,,
Social,Netflix,2020,Representation Data: Director + Job Levels - Global Gender Identity % Men,52.2,%,,,,,,,
Social,Netflix,2021,Representation Data: Director + Job Levels - Global Gender Identity % Men,47.8,%,,,,,,,
Social,Netflix,2022,Representation Data: Director + Job Levels - Global Gender Identity % Men,45.6,%,,,,,,,
Social,Netflix,2023,Representation Data: Director + Job Levels - Global Gender Identity % Men,46.2,%,,,,,,,
Social,Netflix,2024,Representation Data: Director + Job Levels - Global Gender Identity % Men,46.8,%,,,,,,,
Social,Netflix,2021,Representation Data: Director + Job Levels - Global Gender Identity % Additional Gender Identities,0.3,%,,,,,,,
Social,Netflix,2022,Representation Data: Director + Job Levels - Global Gender Identity % Additional Gender Identities,0.2,%,,,,,,,
Social,Netflix,2023,Representation Data: Director + Job Levels - Global Gender Identity % Additional Gender Identities,0.2,%,,,,,,,
Social,Netflix,2024,Representation Data: Director + Job Levels - Global Gender Identity % Additional Gender Identities,0.2,%,,,,,,,
Social,Netflix,2020,Representation Data: Director + Job Levels - US Race Ethnicity % Asian,15.3,%,,,,,,,
Social,Netflix,2021,Representation Data: Director + Job Levels - US Race Ethnicity % Asian,18.6,%,,,,,,,
Social,Netflix,2022,Representation Data: Director + Job Levels - US Race Ethnicity % Asian,19.4,%,,,,,,,
Social,Netflix,2023,Representation Data: Director + Job Levels - US Race Ethnicity % Asian,19.2,%,,,,,,,
Social,Netflix,2024,Representation Data: Director + Job Levels - US Race Ethnicity % Asian,19.5,%,,,,,,,
Social,Netflix,2020,Representation Data: Director + Job Levels - US Race Ethnicity % Black,10.9,%,,,,,,,
Social,Netflix,2021,Representation Data: Director + Job Levels - US Race Ethnicity % Black,13.6,%,,,,,,,
Social,Netflix,2022,Representation Data: Director + Job Levels - US Race Ethnicity % Black,12.8,%,,,,,,,
Social,Netflix,2023,Representation Data: Director + Job Levels - US Race Ethnicity % Black,12.5,%,,,,,,,
Social,Netflix,2024,Representation Data: Director + Job Levels - US Race Ethnicity % Black,11.7,%,,,,,,,
Social,Netflix,2020,Representation Data: Director + Job Levels - US Race Ethnicity % Hispanic/Latino/A/X,4.3,%,,,,,,,
Social,Netflix,2021,Representation Data: Director + Job Levels - US Race Ethnicity % Hispanic/Latino/A/X,6.8,%,,,,,,,
Social,Netflix,2022,Representation Data: Director + Job Levels - US Race Ethnicity % Hispanic/Latino/A/X,7.6,%,,,,,,,
Social,Netflix,2023,Representation Data: Director + Job Levels - US Race Ethnicity % Hispanic/Latino/A/X,7.5,%,,,,,,,
Social,Netflix,2024,Representation Data: Director + Job Levels - US Race Ethnicity % Hispanic/Latino/A/X,7.3,%,,,,,,,
Social,Netflix,2020,Representation Data: Director + Job Levels - US Race Ethnicity % Middle Eastern/North African,0.3,%,,,,,,,
Social,Netflix,2021,Representation Data: Director + Job Levels - US Race Ethnicity % Middle Eastern/North African,2,%,,,,,,,
Social,Netflix,2022,Representation Data: Director + Job Levels - US Race Ethnicity % Middle Eastern/North African,2.6,%,,,,,,,
Social,Netflix,2023,Representation Data: Director + Job Levels - US Race Ethnicity % Middle Eastern/North African,2.7,%,,,,,,,
Social,Netflix,2024,Representation Data: Director + Job Levels - US Race Ethnicity % Middle Eastern/North African,2.3,%,,,,,,,
Social,Netflix,2020,Representation Data: Director + Job Levels - US Race Ethnicity % Native American/Alaskan Native,0,%,,,,,,,
Social,Netflix,2021,Representation Data: Director + Job Levels - US Race Ethnicity % Native American/Alaskan Native,0.4,%,,,,,,,
Social,Netflix,2022,Representation Data: Director + Job Levels - US Race Ethnicity % Native American/Alaskan Native,0.7,%,,,,,,,
Social,Netflix,2023,Representation Data: Director + Job Levels - US Race Ethnicity % Native American/Alaskan Native,0.7,%,,,,,,,
Social,Netflix,2024,Representation Data: Director + Job Levels - US Race Ethnicity % Native American/Alaskan Native,0.7,%,,,,,,,
Social,Netflix,2020,Representation Data: Director + Job Levels - US Race Ethnicity % Native Hawaiian/Other Pacific Islander,0.6,%,,,,,,,
Social,Netflix,2021,Representation Data: Director + Job Levels - US Race Ethnicity % Native Hawaiian/Other Pacific Islander,0.8,%,,,,,,,
Social,Netflix,2022,Representation Data: Director + Job Levels - US Race Ethnicity % Native Hawaiian/Other Pacific Islander,0.9,%,,,,,,,
Social,Netflix,2023,Representation Data: Director + Job Levels - US Race Ethnicity % Native Hawaiian/Other Pacific Islander,1.1,%,,,,,,,
Social,Netflix,2024,Representation Data: Director + Job Levels - US Race Ethnicity % Native Hawaiian/Other Pacific Islander,1,%,,,,,,,
Social,Netflix,2020,Representation Data: Director + Job Levels - US Race Ethnicity % White,56.6,%,,,,,,,
Social,Netflix,2021,Representation Data: Director + Job Levels - US Race Ethnicity % White,59,%,,,,,,,
Social,Netflix,2022,Representation Data: Director + Job Levels - US Race Ethnicity % White,59.3,%,,,,,,,
Social,Netflix,2023,Representation Data: Director + Job Levels - US Race Ethnicity % White,59.7,%,,,,,,,
Social,Netflix,2024,Representation Data: Director + Job Levels - US Race Ethnicity % White,61.1,%,,,,,,,
Social,Netflix,2020,Representation Data: Director + Job Levels - US Race Ethnicity % 2 or more races/ethnicities,4.2,%,,,,,,,
Social,Netflix,2023,Pay Equity,0.99,USD per $1 earned by Men,Gender (Women and Additional Gender Earnings),,,,,,,
Social,Netflix,2024,Pay Equity,0.99,USD per $1 earned by Men,Gender (Women and Additional Gender Earnings),,,,,,,
Social,Netflix,2023,Pay Equity,0.99,USD per $1 earned by White employees,Race Ethnicity (Employees from historically underrepresented ethnic and/or racial background earnings),,,,,,,
Social,Netflix,2024,Pay Equity,1,USD per $1 earned by White employees,Race Ethnicity (Employees from historically underrepresented ethnic and/or racial background earnings),,,,,,,
Social,Netflix,2024,Number of Employee Resource Groups (ERGs),18,,,,,,,,,
Social,Netflix,2021,Number of ERG Chapters,60,,,,,,,,,
Social,Netflix,2022,Number of ERG Chapters,84,,,,,,,,,
Social,Netflix,2023,Number of ERG Chapters,83,,,,,,,,,
Social,Netflix,2024,Number of ERG Chapters,82,,,,,,,,,
Social,Netflix,2021,Employee Giving Program Total Donations,31,millions,USD,,,,,,,
Social,Netflix,2022,Employee Giving Program Total Donations,34,millions,USD,,,,,,,
Social,Netflix,2023,Employee Giving Program Total Donations,35.7,millions,USD,,,,,,,
Social,Netflix,2024,Employee Giving Program Total Donations,40,millions,USD,,,,,,,
Social,Netflix,2020,Number of Government Requests to Remove Content,4,,,,,,,,,
Social,Netflix,2021,Number of Government Requests to Remove Content,7,,,,,,,,,
Social,Netflix,2022,Number of Government Requests to Remove Content,3,,,,,,,,,
